"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"INTELIGENCIA DE NEGOCIOS FINANCIERA. LA CIENCIA DE LOS DATOS EMPRESARIAL

Todo tipo de Organizaci<U+00F3>n necesita inform<U+2026> https://t.co/WJdtWEmcSP",FALSE,1,NA,2019-07-01 13:33:48,TRUE,NA,"1145686948104822786",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","stertusio",1,FALSE,FALSE,"-79.5354","8.9812"
"RT @CIC_IPN_OFICIAL: ""#BigData en la ciencia de datos""
Taller que se imparte en el marco del Congreso Internacional #CORE2019 
Los talleres<U+2026>",FALSE,0,NA,2019-07-01 13:29:29,FALSE,NA,"1145685860811022337",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cidetec_ipn",2,TRUE,FALSE,NA,NA
"RT @DeniseDresserG: Pues s<U+00ED>. Gobernar no tiene ciencia si se hace mal; si se toman decisiones sin medir consecuencias, sin evaluar impactos<U+2026>",FALSE,0,NA,2019-07-01 13:28:28,FALSE,NA,"1145685605340237824",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JLunaDuran",3572,TRUE,FALSE,NA,NA
"Es que el momento en que el d<U+00ED>a se hace noche es impresionante, adem<U+00E1>s de arrojar datos muy importantes para la cie<U+2026> https://t.co/tThAVxbVGy",FALSE,16,"bbcmundo",2019-07-01 13:21:58,TRUE,"1145683966499966977","1145683970069291009","10012122","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","bbcmundo",10,FALSE,FALSE,NA,NA
"RT @videojuegosAEVI: #Videojuegos <U+0001F3AE> que detectan el aburrimiento: una empresa de origen espa<U+00F1>ol lleva la ciencia de datos a la consola http<U+2026>",FALSE,0,NA,2019-07-01 13:21:11,FALSE,NA,"1145683771573854209",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","gamelab",6,TRUE,FALSE,NA,NA
"<U+0001F514> La ciencia pone la lupa sobre las c<U+00E9>lulas T. <U+00BF>Amigas o enemigas?... https://t.co/wQpES40R3w",FALSE,0,NA,2019-07-01 13:13:58,FALSE,NA,"1145681955071188992",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Mar_de_datos",0,FALSE,FALSE,NA,NA
"RT @DSI_UCLM: Quieres ser un especialista en Ciencia de Datos? Una de las profesiones con menos paro. En la @uclm_es en su @esiiab puedes h<U+2026>",FALSE,0,NA,2019-07-01 13:05:47,FALSE,NA,"1145679894002774018",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","precariobecario",8,TRUE,FALSE,NA,NA
"RT @LluisMontoliu: En ciencia las opiniones no importan. Son los hechos, los datos lo que importa. Podemos opinar que la velocidad de la lu<U+2026>",FALSE,0,NA,2019-07-01 13:04:57,FALSE,NA,"1145679684425912320",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","FranAFV",506,TRUE,FALSE,NA,NA
"RT @MiriamLeiros: Hay miles de datos publicados con estudios cient<U+00ED>ficos que demuestran la hecatombe q se avecina si no ponemos freno ( y r<U+2026>",FALSE,0,NA,2019-07-01 12:36:09,FALSE,NA,"1145672439281672193",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BlanxPe",11,TRUE,FALSE,NA,NA
"RT @FisicaUsach: Ay<U+00FA>dennos a difundir <U+0001F4E2>Necesitamos llegar a todos los rincones de Chile para que obtengamos la mayor cantidad de datos posi<U+2026>",FALSE,0,NA,2019-07-01 12:32:55,FALSE,NA,"1145671623070146561",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Gabichazul",3,TRUE,FALSE,NA,NA
"@jones_lucia @jorge_lanchas La grandeza de la ciencia no radica en la infalibilidad de los datos (a veces incorrect<U+2026> https://t.co/F11eVzJkNK",FALSE,9,"jones_lucia",2019-07-01 12:31:45,TRUE,"1145666019538669568","1145671331821867009","559055487","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jorge_barrero_f",4,FALSE,FALSE,NA,NA
"<U+0001F51C><U+00A0>Ciencia de Datos en Salud<U+00A0><U+0001F4BB> - https://t.co/ImA3gLP0Ej https://t.co/JXF7S5G5Qh",FALSE,4,NA,2019-07-01 12:29:24,FALSE,NA,"1145670739531567105",NA,"<a href=""http://www.mailchimp.com"" rel=""nofollow"">Mailchimp</a>","lab_fmed",2,FALSE,FALSE,NA,NA
"RT @DecideMadrid: El portal de Datos Abiertos @MADRID https://t.co/iXCKDdvg9A llega a los 400 conjuntos de datos publicados.

Cualquier per<U+2026>",FALSE,0,NA,2019-07-01 12:27:15,FALSE,NA,"1145670197547819008",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","mariajosemenma6",11,TRUE,FALSE,NA,NA
"RT @knob2001: Hoy sale a la venta la segunda versi<U+00F3>n standalone <U+0001F60E> para testear visores #VR con datos. Desde siempre he cre<U+00ED>do que las opini<U+2026>",FALSE,0,NA,2019-07-01 12:23:40,FALSE,NA,"1145669295734759424",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Saugah",15,TRUE,FALSE,NA,NA
"<U+0001F4F2><U+0001F4BB>Alumnado de 1<U+00BA> del grado de ciencia de datos, del grado en ingenier<U+00ED>a inform<U+00E1>tica, de la rama de computaci<U+00F3>n y de<U+2026> https://t.co/AO5sGtsmNq",FALSE,4,NA,2019-07-01 12:19:59,TRUE,NA,"1145668370798456832",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","etsinfupv",0,FALSE,FALSE,NA,NA
"Ay<U+00FA>dennos a difundir <U+0001F4E2>Necesitamos llegar a todos los rincones de Chile para que obtengamos la mayor cantidad de dat<U+2026> https://t.co/NHJfTfXVPC",FALSE,4,NA,2019-07-01 12:11:35,TRUE,NA,"1145666254331625473",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FisicaUsach",3,FALSE,FALSE,NA,NA
"RT @s_sufan: El CEO de la farmac<U+00E9>utica Almirall, Peter Guenter, asegura que la medicina personalizada es la gran prioridad de la industria<U+2026>",FALSE,0,NA,2019-07-01 12:10:30,FALSE,NA,"1145665983073284098",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","chidambara09",1,TRUE,FALSE,NA,NA
"RT @YoungForesters: Uno de nuestros alumnos del Master #DataForest Diego Rodriguez @dataforester participa el pr<U+00F3>ximo martes en el 2<U+00BA> Congr<U+2026>",FALSE,0,NA,2019-07-01 12:10:04,FALSE,NA,"1145665873845166080",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","chidambara09",2,TRUE,FALSE,NA,NA
"RT @UNAM_MX: La UNAM ahora cuenta con una licenciatura en Ciencia de Datos, campo de investigaci<U+00F3>n relativamente nuevo que cada vez adquier<U+2026>",FALSE,0,NA,2019-07-01 12:05:47,FALSE,NA,"1145664797964480512",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","normitaramsa",119,TRUE,FALSE,NA,NA
"Actualmente la #FJC desarrolla un software para la #UnidadExperimentalDeInmunoterapia, en el cual se manejar<U+00E1> el re<U+2026> https://t.co/8atsjWFIDh",FALSE,6,NA,2019-07-01 12:02:04,TRUE,NA,"1145663859967111168",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","jacintoconvit",0,FALSE,FALSE,NA,NA
"#ENTREVISTA | Para el CEO de Almirall, Peter Gunter, ""lo que realmente importa en la industria farmac<U+00E9>utica es sabe<U+2026> https://t.co/ZnnPSUyQId",FALSE,0,NA,2019-07-01 12:01:38,TRUE,NA,"1145663752001523713",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","agsb_bilbao",0,FALSE,FALSE,NA,NA
"#ENTREVISTA | Para el CEO de Almirall, Peter Gunter, ""lo que realmente importa en la industria farmac<U+00E9>utica es sabe<U+2026> https://t.co/cBEXZDRn2n",FALSE,1,NA,2019-07-01 12:00:00,TRUE,NA,"1145663341362368512",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","techreview_es",0,FALSE,FALSE,NA,NA
"El CEO de la farmac<U+00E9>utica Almirall, Peter Guenter, asegura que la medicina personalizada es la gran prioridad de la<U+2026> https://t.co/xWt79wz54t",FALSE,0,NA,2019-07-01 11:46:02,TRUE,NA,"1145659825663221766",NA,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>","s_sufan",1,FALSE,FALSE,NA,NA
"Uno de nuestros alumnos del Master #DataForest Diego Rodriguez @dataforester participa el pr<U+00F3>ximo martes en el 2<U+00BA> C<U+2026> https://t.co/iIH3jKgJiV",FALSE,5,NA,2019-07-01 11:44:10,TRUE,NA,"1145659356014358528",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","YoungForesters",2,FALSE,FALSE,NA,NA
"RT @IVIC_oficial: <U+0001F4E3>  Hasta hoy tienes chance  <U+231B>

El #30Junio vence el plazo para el registro y actualizaci<U+00F3>n de datos del Sistema para Decl<U+2026>",FALSE,0,NA,2019-07-01 11:42:35,FALSE,NA,"1145658959401050112",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","OAC_FONACIT",4,TRUE,FALSE,NA,NA
"RT @MiriamLeiros: Hay miles de datos publicados con estudios cient<U+00ED>ficos que demuestran la hecatombe q se avecina si no ponemos freno ( y r<U+2026>",FALSE,0,NA,2019-07-01 11:41:39,FALSE,NA,"1145658724591251456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Bardon94",11,TRUE,FALSE,NA,NA
"RT @UNAM_MX: La UNAM ahora cuenta con una licenciatura en Ciencia de Datos, campo de investigaci<U+00F3>n relativamente nuevo que cada vez adquier<U+2026>",FALSE,0,NA,2019-07-01 11:29:07,FALSE,NA,"1145655570080440321",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yoshped",119,TRUE,FALSE,NA,NA
"En 2018 @constanteyvital continu<U+00F3> su apoyo a la #ciencia y la #investigaci<U+00F3>n a trav<U+00E9>s de sus #PremiosCyV, la petici<U+2026> https://t.co/IWrX5FcdY1",FALSE,3,NA,2019-07-01 11:14:56,TRUE,NA,"1145651999750467584",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","FundacionAXA",1,FALSE,FALSE,NA,NA
"La Arqueobot<U+00E1>nica estudia restos vegetales buscando obtener datos sobre la evoluci<U+00F3>n de vegetales y climas; tambi<U+00E9>n<U+2026> https://t.co/y8cpqRmE0B",FALSE,3,NA,2019-07-01 10:49:57,TRUE,NA,"1145645711192666115",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ReticentPython",2,FALSE,FALSE,NA,NA
"RT @knob2001: Hoy sale a la venta la segunda versi<U+00F3>n standalone <U+0001F60E> para testear visores #VR con datos. Desde siempre he cre<U+00ED>do que las opini<U+2026>",FALSE,0,NA,2019-07-01 10:36:13,FALSE,NA,"1145642256860360706",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","FguillotineVR",15,TRUE,FALSE,NA,NA
"RT @knob2001: Hoy sale a la venta la segunda versi<U+00F3>n standalone <U+0001F60E> para testear visores #VR con datos. Desde siempre he cre<U+00ED>do que las opini<U+2026>",FALSE,0,NA,2019-07-01 10:26:37,FALSE,NA,"1145639840773496832",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SimRacer_es",15,TRUE,FALSE,NA,NA
"RT @OFPIUGR: <U+00A1>Los #datos y #metadatos del proyecto deben ser gestionados de manera que cumplan 4 caracter<U+00ED>sticas: que sean #Findable #Acces<U+2026>",FALSE,0,NA,2019-07-01 10:09:18,FALSE,NA,"1145635483155927040",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","fperfectti",1,TRUE,FALSE,NA,NA
"RT @knob2001: Hoy sale a la venta la segunda versi<U+00F3>n standalone <U+0001F60E> para testear visores #VR con datos. Desde siempre he cre<U+00ED>do que las opini<U+2026>",FALSE,0,NA,2019-07-01 10:00:07,FALSE,NA,"1145633170471215105",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","elbarrooMA",15,TRUE,FALSE,NA,NA
"RT @knob2001: Hoy sale a la venta la segunda versi<U+00F3>n standalone <U+0001F60E> para testear visores #VR con datos. Desde siempre he cre<U+00ED>do que las opini<U+2026>",FALSE,0,NA,2019-07-01 09:58:31,FALSE,NA,"1145632766605910016",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","artimage25",15,TRUE,FALSE,NA,NA
"Hoy sale a la venta la segunda versi<U+00F3>n standalone <U+0001F60E> para testear visores #VR con datos. Desde siempre he cre<U+00ED>do que<U+2026> https://t.co/N0qGokWIjW",FALSE,35,NA,2019-07-01 09:52:58,TRUE,NA,"1145631371496476674",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","knob2001",15,FALSE,FALSE,NA,NA
"RT @videojuegosAEVI: #Videojuegos <U+0001F3AE> que detectan el aburrimiento: una empresa de origen espa<U+00F1>ol lleva la ciencia de datos a la consola http<U+2026>",FALSE,0,NA,2019-07-01 09:28:35,FALSE,NA,"1145625234223054848",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","viridistella",6,TRUE,FALSE,NA,NA
"RT @ETSIIUNED: Quedan menos de 2 semanas para inscribirse al M<U+00E1>ster Universitario en Ingenier<U+00ED>a y Ciencia de Datos @ETSIIUNED @UNED 
@IA_UN<U+2026>",FALSE,0,NA,2019-07-01 09:18:53,FALSE,NA,"1145622793125552129",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","IA_UNED",3,TRUE,FALSE,NA,NA
"Videojuegos que detectan el aburrimiento: una empresa de origen espa<U+00F1>ol lleva la ciencia de datos a la consola<U+2026> https://t.co/XQSIcfLFUc",FALSE,1,NA,2019-07-01 09:17:17,TRUE,NA,"1145622393832038401",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","niceonebcn",1,FALSE,FALSE,NA,NA
"<U+0001F4FA> Parque de atracciones y museo de ciencia al estilo americano: WonderWorks... https://t.co/tYkvDUQ297",FALSE,0,NA,2019-07-01 09:09:35,FALSE,NA,"1145620453626732544",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Mar_de_datos",0,FALSE,FALSE,NA,NA
"#Videojuegos <U+0001F3AE> que detectan el aburrimiento: una empresa de origen espa<U+00F1>ol lleva la ciencia de datos a la consola<U+2026> https://t.co/1WrTUfHkoC",FALSE,22,NA,2019-07-01 08:55:40,TRUE,NA,"1145616949977767938",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","videojuegosAEVI",6,FALSE,FALSE,NA,NA
"<U+00A1>Los #datos y #metadatos del proyecto deben ser gestionados de manera que cumplan 4 caracter<U+00ED>sticas: que sean<U+2026> https://t.co/DwTk9wH0Ua",FALSE,0,NA,2019-07-01 08:43:43,TRUE,NA,"1145613945941712896",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OFPIUGR",1,FALSE,FALSE,NA,NA
"RT @GrupoFacthum: ""La tecnolog<U+00ED>a y la ciencia de datos es el nuevo <U+2018>credo<U+2019> para el desarrollo y la evoluci<U+00F3>n en todos los <U+00E1>mbitos de la act<U+2026>",FALSE,0,NA,2019-07-01 08:42:22,FALSE,NA,"1145613605460762625",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","OrgDCH",2,TRUE,FALSE,NA,NA
"RT @carlosarcila: A punto de comenzar la conferencia Data &amp; Computational Journalism #Datajconf organizada por la Universidad de M<U+00E1>laga <U+2066>@d<U+2026>",FALSE,0,NA,2019-07-01 08:04:33,FALSE,NA,"1145604085812477952",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ElenaBCastilla",2,TRUE,FALSE,NA,NA
"RT @carlosarcila: A punto de comenzar la conferencia Data &amp; Computational Journalism #Datajconf organizada por la Universidad de M<U+00E1>laga <U+2066>@d<U+2026>",FALSE,0,NA,2019-07-01 07:33:09,FALSE,NA,"1145596186918825984",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","datajconf",2,TRUE,FALSE,NA,NA
"#ENTREVISTA | El CEO de la farmac<U+00E9>utica Almirall, Peter Guenter, asegura que la medicina personalizada es la gran p<U+2026> https://t.co/ODY2SlASrx",FALSE,0,NA,2019-07-01 07:25:13,TRUE,NA,"1145594188026826752",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","agsb_bilbao",0,FALSE,FALSE,NA,NA
"RT @DSI_UCLM: Quieres ser un especialista en Ciencia de Datos? Una de las profesiones con menos paro. En la @uclm_es en su @esiiab puedes h<U+2026>",FALSE,0,NA,2019-07-01 07:18:50,FALSE,NA,"1145592584573739008",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","esiiab",8,TRUE,FALSE,NA,NA
"#ENTREVISTA | El CEO de la farmac<U+00E9>utica Almirall, Peter Guenter, asegura que la medicina personalizada es la gran p<U+2026> https://t.co/rUJi8qJcQi",FALSE,4,NA,2019-07-01 07:18:45,TRUE,NA,"1145592561576361984",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","techreview_es",1,FALSE,FALSE,NA,NA
"A punto de comenzar la conferencia Data &amp; Computational Journalism #Datajconf organizada por la Universidad de M<U+00E1>la<U+2026> https://t.co/Jh8cIiboaP",FALSE,5,NA,2019-07-01 07:15:03,TRUE,NA,"1145591631644700672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","carlosarcila",2,FALSE,FALSE,NA,NA
"RT @UNAM_MX: La UNAM ahora cuenta con una licenciatura en Ciencia de Datos, campo de investigaci<U+00F3>n relativamente nuevo que cada vez adquier<U+2026>",FALSE,0,NA,2019-07-01 06:58:48,FALSE,NA,"1145587540772237312",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","valdessoutofco",119,TRUE,FALSE,NA,NA
"RT @CEP_UCLM: Especial<U+00ED>zate para el desempe<U+00F1>o de la actividad profesional relacionada con la Ciencia de Datos realizando nuestro curso.
Ins<U+2026>",FALSE,0,NA,2019-07-01 06:56:59,FALSE,NA,"1145587086176792577",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SdSdMaybe",10,TRUE,FALSE,NA,NA
"Hackean a la #NASA durante un a<U+00F1>o con una minicomputadora Raspberry Pi - El ataque comenz<U+00F3> en abril de 2018 y<U+00A0>conti<U+2026> https://t.co/S5TTPkQ5V8",FALSE,2,NA,2019-07-01 06:47:04,TRUE,NA,"1145584589269811200",NA,"<a href=""http://www.nextscripts.com"" rel=""nofollow"">NextScriptsPRO</a>","IngenieriaHOY",1,FALSE,FALSE,NA,NA
"RT @DSI_UCLM: Quieres ser un especialista en Ciencia de Datos? Una de las profesiones con menos paro. En la @uclm_es en su @esiiab puedes h<U+2026>",FALSE,0,NA,2019-07-01 06:26:25,FALSE,NA,"1145579390392295424",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MBCaminero",8,TRUE,FALSE,NA,NA
"RT @esiiab: Si quieres aprender Ciencia de Datos en @esiiab @uclm_es tienes una oportunidad que no te puedes perder. Info: <U+0001F447> https://t.co/Y<U+2026>",FALSE,0,NA,2019-07-01 06:26:14,FALSE,NA,"1145579345857175553",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MBCaminero",4,TRUE,FALSE,NA,NA
"RT @UNAM_MX: La UNAM ahora cuenta con una licenciatura en Ciencia de Datos, campo de investigaci<U+00F3>n relativamente nuevo que cada vez adquier<U+2026>",FALSE,0,NA,2019-07-01 06:20:28,FALSE,NA,"1145577892832632832",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TOLTECATLn",119,TRUE,FALSE,NA,NA
"Las empresas demandan directivos expertos en IA y ciencia de datos https://t.co/mTXEvgcV2e #ITDMGroup v<U+00ED>a @ITTrends_ITDM #empleo",FALSE,0,NA,2019-07-01 05:47:03,FALSE,NA,"1145569485237182464",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","ElenaGarciaPont",0,FALSE,FALSE,NA,NA
"RT @FdzWaldo: El plan h<U+00ED>drico est<U+00E1> basado en ciencia y en datos. Se ampli<U+00F3> la participaci<U+00F3>n a las Universidades, encuentros con la sociedad<U+2026>",FALSE,0,NA,2019-07-01 05:27:39,FALSE,NA,"1145564602081710081",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CNeoleones",3,TRUE,FALSE,NA,NA
"<U+0001F4CC> <U+00BF>La Historia es una ciencia?... https://t.co/7kOJjkXpfv",FALSE,0,NA,2019-07-01 05:15:03,FALSE,NA,"1145561430281900033",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Mar_de_datos",0,FALSE,FALSE,NA,NA
"RT @UNAM_MX: La UNAM ahora cuenta con una licenciatura en Ciencia de Datos, campo de investigaci<U+00F3>n relativamente nuevo que cada vez adquier<U+2026>",FALSE,0,NA,2019-07-01 04:59:05,FALSE,NA,"1145557415540264960",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","villanidia",119,TRUE,FALSE,NA,NA
"@JCarlosCardona1 @Aleguizamon_SF @jCamiloMalagon @Angie_zzu Bueno, y los datos usados por la ciencia para el ajuste<U+2026> https://t.co/unYAOmOfy1",FALSE,0,"JCarlosCardona1",2019-07-01 04:20:05,TRUE,"1145542461546213378","1145547600562704384","1000788622658895872","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Cruz_Julian_",0,FALSE,FALSE,NA,NA
"@NachoRgz Que lo haga 1 vez no quiere decir que ya sea as<U+00ED>. Debe de seguir as<U+00ED> por lo menos 3 meses para ser consid<U+2026> https://t.co/xep6bSMWGk",FALSE,0,"NachoRgz",2019-07-01 04:09:00,TRUE,"1145492492021669888","1145544811220480000","68723105","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ACitizenSay2874",0,FALSE,FALSE,NA,NA
"RT @UNAM_MX: La UNAM ahora cuenta con una licenciatura en Ciencia de Datos, campo de investigaci<U+00F3>n relativamente nuevo que cada vez adquier<U+2026>",FALSE,0,NA,2019-07-01 03:56:27,FALSE,NA,"1145541652683116544",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Aram_Servin",119,TRUE,FALSE,NA,NA
"Gemproject recomendado La ciencia de Datos es imprescindible para todo el desarrollo presente y futuro. Actual<U+00ED>zate. https://t.co/NHmdbe4CQ4",FALSE,1,NA,2019-07-01 03:25:06,FALSE,NA,"1145533763683835904",NA,"<a href=""http://35.180.54.10"" rel=""nofollow"">Gempro_ctrl</a>","gemnetworker",0,FALSE,FALSE,NA,NA
"RT @Alfredo_MXDEV: WEBINAR: Acompa<U+00F1>a a nuestra experta en Ciencia de Datos
Capacitaci<U+00F3>n en: ""Data Science with R &amp; Python""

REGISTRO en eve<U+2026>",FALSE,0,NA,2019-07-01 03:09:44,FALSE,NA,"1145529896405524480",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","IntegratekMX",2,TRUE,FALSE,NA,NA
"RT @Alfredo_MXDEV: WEBINAR: Acompa<U+00F1>a a nuestra experta en Ciencia de Datos
Capacitaci<U+00F3>n en: ""Data Science with R &amp; Python""

REGISTRO en eve<U+2026>",FALSE,0,NA,2019-07-01 03:09:05,FALSE,NA,"1145529730386579456",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","WomeninDataMX",2,TRUE,FALSE,NA,NA
"WEBINAR: Acompa<U+00F1>a a nuestra experta en Ciencia de Datos
Capacitaci<U+00F3>n en: ""Data Science with R &amp; Python""

REGISTRO e<U+2026> https://t.co/ZAQrwmtfFP",FALSE,15,NA,2019-07-01 03:05:37,TRUE,NA,"1145528859225407489",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Alfredo_MXDEV",2,FALSE,FALSE,NA,NA
"RT @borgesre: Lectura recomendada (especialmente a mis colegas y afines): Recomiendo la lectura del interesante art<U+00ED>culo de Justin Sherman<U+2026>",FALSE,0,NA,2019-07-01 02:29:46,FALSE,NA,"1145519835591454720",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rmolinac2003",2,TRUE,FALSE,NA,NA
"@brozoxmiswebs Pero el peje tiene otros datos y ya sabes que gobernar no tiene ciencia (solo cuando te rodeas de un<U+2026> https://t.co/YlYVktjQJJ",FALSE,0,"brozoxmiswebs",2019-07-01 02:25:13,TRUE,"1145504817298759680","1145518692572291074","107120856","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ardes1960",0,FALSE,FALSE,NA,NA
"@CamiloMontes En otros pa<U+00ED>ses ya conozco empresas que fabrican un mismo producto y deciden dise<U+00F1>ar en conjunto toda<U+2026> https://t.co/mZJgmWBsU9",FALSE,0,"aerodriguezCol",2019-07-01 02:16:39,TRUE,"1145514343821434882","1145516535303299074","109574492","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","aerodriguezCol",0,FALSE,FALSE,NA,NA
"Gemproject recomendado La ciencia de Datos es imprescindible para todo el desarrollo presente y futuro. Actual<U+00ED>zate. https://t.co/Ag6GFpQIA7",FALSE,0,NA,2019-07-01 02:10:15,FALSE,NA,"1145514927450406913",NA,"<a href=""http://35.180.54.10"" rel=""nofollow"">Gempro_ctrl</a>","Distribucionyma",0,FALSE,FALSE,NA,NA
"Gemproject recomendado La ciencia de Datos es imprescindible para todo el desarrollo presente y futuro. Actual<U+00ED>zate. https://t.co/EryMHl1iZE",FALSE,0,NA,2019-07-01 02:10:08,FALSE,NA,"1145514894726508551",NA,"<a href=""http://35.180.54.10"" rel=""nofollow"">Gempro_ctrl</a>","DistribucionCen",0,FALSE,FALSE,NA,NA
"Gemproject recomendado La ciencia de Datos es imprescindible para todo el desarrollo presente y futuro. Actual<U+00ED>zate. https://t.co/jbghZHQuuT",FALSE,0,NA,2019-07-01 01:55:14,FALSE,NA,"1145511146855772161",NA,"<a href=""http://35.180.54.10"" rel=""nofollow"">Gempro_ctrl</a>","gemappstool",0,FALSE,FALSE,NA,NA
"<U+00A1>C<U+00F3>mo no tuve los datos de AML0 antes de estudiar mi carrera carajo!
Construir caminos no es una 'gran ciencia': AM<U+2026> https://t.co/62KrPX1uKH",FALSE,0,NA,2019-07-01 01:44:34,TRUE,NA,"1145508462551556097",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","delgadochong",0,FALSE,FALSE,NA,NA
